"interaction","name","selected","shared interaction","shared name","source","target"
"interacts with","Haemophilus (interacts with) Paenibacillus","false","interacts with","Haemophilus (interacts with) Paenibacillus","Haemophilus","Paenibacillus"
"interacts with","Haemophilus (interacts with) Paenibacillus","false","interacts with","Haemophilus (interacts with) Paenibacillus","Haemophilus","Paenibacillus"
"interacts with","Haemophilus (interacts with) Peptostreptococcus","false","interacts with","Haemophilus (interacts with) Peptostreptococcus","Haemophilus","Peptostreptococcus"
"interacts with","Haemophilus (interacts with) Peptostreptococcus","false","interacts with","Haemophilus (interacts with) Peptostreptococcus","Haemophilus","Peptostreptococcus"
"interacts with","Haemophilus (interacts with) Porphyromonas","false","interacts with","Haemophilus (interacts with) Porphyromonas","Haemophilus","Porphyromonas"
"interacts with","Haemophilus (interacts with) Porphyromonas","false","interacts with","Haemophilus (interacts with) Porphyromonas","Haemophilus","Porphyromonas"
"interacts with","Haemophilus (interacts with) Porphyromonas","false","interacts with","Haemophilus (interacts with) Porphyromonas","Haemophilus","Porphyromonas"
"interacts with","Haemophilus (interacts with) Porphyromonas","false","interacts with","Haemophilus (interacts with) Porphyromonas","Haemophilus","Porphyromonas"
"interacts with","Haemophilus (interacts with) Prevotella","false","interacts with","Haemophilus (interacts with) Prevotella","Haemophilus","Prevotella"
"interacts with","Haemophilus (interacts with) Prevotella","false","interacts with","Haemophilus (interacts with) Prevotella","Haemophilus","Prevotella"
"interacts with","Haemophilus (interacts with) Prevotella","false","interacts with","Haemophilus (interacts with) Prevotella","Haemophilus","Prevotella"
"interacts with","Haemophilus (interacts with) Prevotella","false","interacts with","Haemophilus (interacts with) Prevotella","Haemophilus","Prevotella"
"interacts with","Haemophilus (interacts with) Rothia","false","interacts with","Haemophilus (interacts with) Rothia","Haemophilus","Rothia"
"interacts with","Haemophilus (interacts with) Rothia","false","interacts with","Haemophilus (interacts with) Rothia","Haemophilus","Rothia"
"interacts with","Haemophilus (interacts with) Selenomonas","false","interacts with","Haemophilus (interacts with) Selenomonas","Haemophilus","Selenomonas"
"interacts with","Haemophilus (interacts with) Selenomonas","false","interacts with","Haemophilus (interacts with) Selenomonas","Haemophilus","Selenomonas"
"interacts with","Haemophilus (interacts with) Shewanella","false","interacts with","Haemophilus (interacts with) Shewanella","Haemophilus","Shewanella"
"interacts with","Haemophilus (interacts with) Shewanella","false","interacts with","Haemophilus (interacts with) Shewanella","Haemophilus","Shewanella"
"interacts with","Haemophilus (interacts with) Shewanella","false","interacts with","Haemophilus (interacts with) Shewanella","Haemophilus","Shewanella"
"interacts with","Haemophilus (interacts with) Shewanella","false","interacts with","Haemophilus (interacts with) Shewanella","Haemophilus","Shewanella"
"interacts with","Haemophilus (interacts with) Streptococcus","false","interacts with","Haemophilus (interacts with) Streptococcus","Haemophilus","Streptococcus"
"interacts with","Haemophilus (interacts with) Streptococcus","false","interacts with","Haemophilus (interacts with) Streptococcus","Haemophilus","Streptococcus"
"interacts with","Haemophilus (interacts with) Tennerella","false","interacts with","Haemophilus (interacts with) Tennerella","Haemophilus","Tennerella"
"interacts with","Haemophilus (interacts with) Tennerella","false","interacts with","Haemophilus (interacts with) Tennerella","Haemophilus","Tennerella"
"interacts with","Haemophilus (interacts with) Tennerella","false","interacts with","Haemophilus (interacts with) Tennerella","Haemophilus","Tennerella"
"interacts with","Haemophilus (interacts with) Tennerella","false","interacts with","Haemophilus (interacts with) Tennerella","Haemophilus","Tennerella"
"interacts with","Haemophilus (interacts with) TM7","false","interacts with","Haemophilus (interacts with) TM7","Haemophilus","TM7"
"interacts with","Haemophilus (interacts with) TM7","false","interacts with","Haemophilus (interacts with) TM7","Haemophilus","TM7"
"interacts with","Haemophilus (interacts with) TM7","false","interacts with","Haemophilus (interacts with) TM7","Haemophilus","TM7"
"interacts with","Haemophilus (interacts with) TM7","false","interacts with","Haemophilus (interacts with) TM7","Haemophilus","TM7"
"interacts with","Haemophilus (interacts with) Veillonella","false","interacts with","Haemophilus (interacts with) Veillonella","Haemophilus","Veillonella"
"interacts with","Haemophilus (interacts with) Veillonella","false","interacts with","Haemophilus (interacts with) Veillonella","Haemophilus","Veillonella"
"interacts with","Haemophilus (interacts with) Yersinia","false","interacts with","Haemophilus (interacts with) Yersinia","Haemophilus","Yersinia"
"interacts with","Lactobacillus (interacts with) Lactobacillus","false","interacts with","Lactobacillus (interacts with) Lactobacillus","Lactobacillus","Lactobacillus"
"interacts with","Lactobacillus (interacts with) Lactobacillus","false","interacts with","Lactobacillus (interacts with) Lactobacillus","Lactobacillus","Lactobacillus"
"interacts with","Lactobacillus (interacts with) Leptotrichia","false","interacts with","Lactobacillus (interacts with) Leptotrichia","Lactobacillus","Leptotrichia"
"interacts with","Lactobacillus (interacts with) Leptotrichia","false","interacts with","Lactobacillus (interacts with) Leptotrichia","Lactobacillus","Leptotrichia"
"interacts with","Lactobacillus (interacts with) Megasphaera","false","interacts with","Lactobacillus (interacts with) Megasphaera","Lactobacillus","Megasphaera"
"interacts with","Lactobacillus (interacts with) Megasphaera","false","interacts with","Lactobacillus (interacts with) Megasphaera","Lactobacillus","Megasphaera"
"interacts with","Lactobacillus (interacts with) Megasphaera","false","interacts with","Lactobacillus (interacts with) Megasphaera","Lactobacillus","Megasphaera"
"interacts with","Lactobacillus (interacts with) Mogibacterium","false","interacts with","Lactobacillus (interacts with) Mogibacterium","Lactobacillus","Mogibacterium"
"interacts with","Lactobacillus (interacts with) Neisseria","false","interacts with","Lactobacillus (interacts with) Neisseria","Lactobacillus","Neisseria"
"interacts with","Lactobacillus (interacts with) Neisseria","false","interacts with","Lactobacillus (interacts with) Neisseria","Lactobacillus","Neisseria"
"interacts with","Lactobacillus (interacts with) Neisseria","false","interacts with","Lactobacillus (interacts with) Neisseria","Lactobacillus","Neisseria"
"interacts with","Lactobacillus (interacts with) Paenibacillus","false","interacts with","Lactobacillus (interacts with) Paenibacillus","Lactobacillus","Paenibacillus"
"interacts with","Lactobacillus (interacts with) Peptostreptococcus","false","interacts with","Lactobacillus (interacts with) Peptostreptococcus","Lactobacillus","Peptostreptococcus"
"interacts with","Lactobacillus (interacts with) Peptostreptococcus","false","interacts with","Lactobacillus (interacts with) Peptostreptococcus","Lactobacillus","Peptostreptococcus"
"interacts with","Lactobacillus (interacts with) Peptostreptococcus","false","interacts with","Lactobacillus (interacts with) Peptostreptococcus","Lactobacillus","Peptostreptococcus"
"interacts with","Lactobacillus (interacts with) Porphyromonas","false","interacts with","Lactobacillus (interacts with) Porphyromonas","Lactobacillus","Porphyromonas"
"interacts with","Lactobacillus (interacts with) Porphyromonas","false","interacts with","Lactobacillus (interacts with) Porphyromonas","Lactobacillus","Porphyromonas"
"interacts with","Lactobacillus (interacts with) Prevotella","false","interacts with","Lactobacillus (interacts with) Prevotella","Lactobacillus","Prevotella"
"interacts with","Lactobacillus (interacts with) Prevotella","false","interacts with","Lactobacillus (interacts with) Prevotella","Lactobacillus","Prevotella"
"interacts with","Lactobacillus (interacts with) Rothia","false","interacts with","Lactobacillus (interacts with) Rothia","Lactobacillus","Rothia"
"interacts with","Lactobacillus (interacts with) Rothia","false","interacts with","Lactobacillus (interacts with) Rothia","Lactobacillus","Rothia"
"interacts with","Lactobacillus (interacts with) Selenomonas","false","interacts with","Lactobacillus (interacts with) Selenomonas","Lactobacillus","Selenomonas"
"interacts with","Lactobacillus (interacts with) Selenomonas","false","interacts with","Lactobacillus (interacts with) Selenomonas","Lactobacillus","Selenomonas"
"interacts with","Lactobacillus (interacts with) Selenomonas","false","interacts with","Lactobacillus (interacts with) Selenomonas","Lactobacillus","Selenomonas"
"interacts with","Lactobacillus (interacts with) Selenomonas","false","interacts with","Lactobacillus (interacts with) Selenomonas","Lactobacillus","Selenomonas"
"interacts with","Lactobacillus (interacts with) Shewanella","false","interacts with","Lactobacillus (interacts with) Shewanella","Lactobacillus","Shewanella"
"interacts with","Lactobacillus (interacts with) Shewanella","false","interacts with","Lactobacillus (interacts with) Shewanella","Lactobacillus","Shewanella"
"interacts with","Lactobacillus (interacts with) Shewanella","false","interacts with","Lactobacillus (interacts with) Shewanella","Lactobacillus","Shewanella"
"interacts with","Lactobacillus (interacts with) Streptococcus","false","interacts with","Lactobacillus (interacts with) Streptococcus","Lactobacillus","Streptococcus"
"interacts with","Lactobacillus (interacts with) Streptococcus","false","interacts with","Lactobacillus (interacts with) Streptococcus","Lactobacillus","Streptococcus"
"interacts with","Lactobacillus (interacts with) Tennerella","false","interacts with","Lactobacillus (interacts with) Tennerella","Lactobacillus","Tennerella"
"interacts with","Lactobacillus (interacts with) Tennerella","false","interacts with","Lactobacillus (interacts with) Tennerella","Lactobacillus","Tennerella"
"interacts with","Lactobacillus (interacts with) TM7","false","interacts with","Lactobacillus (interacts with) TM7","Lactobacillus","TM7"
"interacts with","Lactobacillus (interacts with) TM7","false","interacts with","Lactobacillus (interacts with) TM7","Lactobacillus","TM7"
"interacts with","Lactobacillus (interacts with) Veillonella","false","interacts with","Lactobacillus (interacts with) Veillonella","Lactobacillus","Veillonella"
"interacts with","Lactobacillus (interacts with) Veillonella","false","interacts with","Lactobacillus (interacts with) Veillonella","Lactobacillus","Veillonella"
"interacts with","Lactobacillus (interacts with) Yersinia","false","interacts with","Lactobacillus (interacts with) Yersinia","Lactobacillus","Yersinia"
"interacts with","Leptotrichia (interacts with) Leptotrichia","false","interacts with","Leptotrichia (interacts with) Leptotrichia","Leptotrichia","Leptotrichia"
"interacts with","Leptotrichia (interacts with) Leptotrichia","false","interacts with","Leptotrichia (interacts with) Leptotrichia","Leptotrichia","Leptotrichia"
"interacts with","Leptotrichia (interacts with) Megasphaera","false","interacts with","Leptotrichia (interacts with) Megasphaera","Leptotrichia","Megasphaera"
"interacts with","Leptotrichia (interacts with) Mogibacterium","false","interacts with","Leptotrichia (interacts with) Mogibacterium","Leptotrichia","Mogibacterium"
"interacts with","Leptotrichia (interacts with) Mogibacterium","false","interacts with","Leptotrichia (interacts with) Mogibacterium","Leptotrichia","Mogibacterium"
"interacts with","Leptotrichia (interacts with) Neisseria","false","interacts with","Leptotrichia (interacts with) Neisseria","Leptotrichia","Neisseria"
"interacts with","Leptotrichia (interacts with) Neisseria","false","interacts with","Leptotrichia (interacts with) Neisseria","Leptotrichia","Neisseria"
"interacts with","Leptotrichia (interacts with) Paenibacillus","false","interacts with","Leptotrichia (interacts with) Paenibacillus","Leptotrichia","Paenibacillus"
"interacts with","Leptotrichia (interacts with) Paenibacillus","false","interacts with","Leptotrichia (interacts with) Paenibacillus","Leptotrichia","Paenibacillus"
"interacts with","Leptotrichia (interacts with) Paenibacillus","false","interacts with","Leptotrichia (interacts with) Paenibacillus","Leptotrichia","Paenibacillus"
"interacts with","Leptotrichia (interacts with) Peptostreptococcus","false","interacts with","Leptotrichia (interacts with) Peptostreptococcus","Leptotrichia","Peptostreptococcus"
"interacts with","Leptotrichia (interacts with) Peptostreptococcus","false","interacts with","Leptotrichia (interacts with) Peptostreptococcus","Leptotrichia","Peptostreptococcus"
"interacts with","Leptotrichia (interacts with) Porphyromonas","false","interacts with","Leptotrichia (interacts with) Porphyromonas","Leptotrichia","Porphyromonas"
"interacts with","Leptotrichia (interacts with) Porphyromonas","false","interacts with","Leptotrichia (interacts with) Porphyromonas","Leptotrichia","Porphyromonas"
"interacts with","Leptotrichia (interacts with) Prevotella","false","interacts with","Leptotrichia (interacts with) Prevotella","Leptotrichia","Prevotella"
"interacts with","Leptotrichia (interacts with) Prevotella","false","interacts with","Leptotrichia (interacts with) Prevotella","Leptotrichia","Prevotella"
"interacts with","Leptotrichia (interacts with) Prevotella","false","interacts with","Leptotrichia (interacts with) Prevotella","Leptotrichia","Prevotella"
"interacts with","Leptotrichia (interacts with) Prevotella","false","interacts with","Leptotrichia (interacts with) Prevotella","Leptotrichia","Prevotella"
"interacts with","Leptotrichia (interacts with) Rothia","false","interacts with","Leptotrichia (interacts with) Rothia","Leptotrichia","Rothia"
"interacts with","Leptotrichia (interacts with) Rothia","false","interacts with","Leptotrichia (interacts with) Rothia","Leptotrichia","Rothia"
"interacts with","Leptotrichia (interacts with) Rothia","false","interacts with","Leptotrichia (interacts with) Rothia","Leptotrichia","Rothia"
"interacts with","Leptotrichia (interacts with) Rothia","false","interacts with","Leptotrichia (interacts with) Rothia","Leptotrichia","Rothia"
"interacts with","Leptotrichia (interacts with) Selenomonas","false","interacts with","Leptotrichia (interacts with) Selenomonas","Leptotrichia","Selenomonas"
"interacts with","Leptotrichia (interacts with) Selenomonas","false","interacts with","Leptotrichia (interacts with) Selenomonas","Leptotrichia","Selenomonas"
"interacts with","Leptotrichia (interacts with) Selenomonas","false","interacts with","Leptotrichia (interacts with) Selenomonas","Leptotrichia","Selenomonas"
"interacts with","Leptotrichia (interacts with) Shewanella","false","interacts with","Leptotrichia (interacts with) Shewanella","Leptotrichia","Shewanella"
"interacts with","Leptotrichia (interacts with) Shewanella","false","interacts with","Leptotrichia (interacts with) Shewanella","Leptotrichia","Shewanella"
"interacts with","Leptotrichia (interacts with) Streptococcus","false","interacts with","Leptotrichia (interacts with) Streptococcus","Leptotrichia","Streptococcus"
"interacts with","Leptotrichia (interacts with) Streptococcus","false","interacts with","Leptotrichia (interacts with) Streptococcus","Leptotrichia","Streptococcus"
"interacts with","Leptotrichia (interacts with) Streptococcus","false","interacts with","Leptotrichia (interacts with) Streptococcus","Leptotrichia","Streptococcus"
"interacts with","Leptotrichia (interacts with) Streptococcus","false","interacts with","Leptotrichia (interacts with) Streptococcus","Leptotrichia","Streptococcus"
"interacts with","Leptotrichia (interacts with) Tennerella","false","interacts with","Leptotrichia (interacts with) Tennerella","Leptotrichia","Tennerella"
"interacts with","Leptotrichia (interacts with) Tennerella","false","interacts with","Leptotrichia (interacts with) Tennerella","Leptotrichia","Tennerella"
"interacts with","Leptotrichia (interacts with) TM7","false","interacts with","Leptotrichia (interacts with) TM7","Leptotrichia","TM7"
"interacts with","Leptotrichia (interacts with) TM7","false","interacts with","Leptotrichia (interacts with) TM7","Leptotrichia","TM7"
"interacts with","Leptotrichia (interacts with) TM7","false","interacts with","Leptotrichia (interacts with) TM7","Leptotrichia","TM7"
"interacts with","Leptotrichia (interacts with) TM7","false","interacts with","Leptotrichia (interacts with) TM7","Leptotrichia","TM7"
"interacts with","Leptotrichia (interacts with) Veillonella","false","interacts with","Leptotrichia (interacts with) Veillonella","Leptotrichia","Veillonella"
"interacts with","Leptotrichia (interacts with) Veillonella","false","interacts with","Leptotrichia (interacts with) Veillonella","Leptotrichia","Veillonella"
"interacts with","Leptotrichia (interacts with) Veillonella","false","interacts with","Leptotrichia (interacts with) Veillonella","Leptotrichia","Veillonella"
"interacts with","Leptotrichia (interacts with) Veillonella","false","interacts with","Leptotrichia (interacts with) Veillonella","Leptotrichia","Veillonella"
"interacts with","Megasphaera (interacts with) Megasphaera","false","interacts with","Megasphaera (interacts with) Megasphaera","Megasphaera","Megasphaera"
"interacts with","Megasphaera (interacts with) Mogibacterium","false","interacts with","Megasphaera (interacts with) Mogibacterium","Megasphaera","Mogibacterium"
"interacts with","Megasphaera (interacts with) Mogibacterium","false","interacts with","Megasphaera (interacts with) Mogibacterium","Megasphaera","Mogibacterium"
"interacts with","Megasphaera (interacts with) Neisseria","false","interacts with","Megasphaera (interacts with) Neisseria","Megasphaera","Neisseria"
"interacts with","Megasphaera (interacts with) Paenibacillus","false","interacts with","Megasphaera (interacts with) Paenibacillus","Megasphaera","Paenibacillus"
"interacts with","Megasphaera (interacts with) Paenibacillus","false","interacts with","Megasphaera (interacts with) Paenibacillus","Megasphaera","Paenibacillus"
"interacts with","Megasphaera (interacts with) Paenibacillus","false","interacts with","Megasphaera (interacts with) Paenibacillus","Megasphaera","Paenibacillus"
"interacts with","Megasphaera (interacts with) Paenibacillus","false","interacts with","Megasphaera (interacts with) Paenibacillus","Megasphaera","Paenibacillus"
"interacts with","Megasphaera (interacts with) Peptostreptococcus","false","interacts with","Megasphaera (interacts with) Peptostreptococcus","Megasphaera","Peptostreptococcus"
"interacts with","Megasphaera (interacts with) Peptostreptococcus","false","interacts with","Megasphaera (interacts with) Peptostreptococcus","Megasphaera","Peptostreptococcus"
"interacts with","Megasphaera (interacts with) Porphyromonas","false","interacts with","Megasphaera (interacts with) Porphyromonas","Megasphaera","Porphyromonas"
"interacts with","Megasphaera (interacts with) Porphyromonas","false","interacts with","Megasphaera (interacts with) Porphyromonas","Megasphaera","Porphyromonas"
"interacts with","Megasphaera (interacts with) Porphyromonas","false","interacts with","Megasphaera (interacts with) Porphyromonas","Megasphaera","Porphyromonas"
"interacts with","Megasphaera (interacts with) Porphyromonas","false","interacts with","Megasphaera (interacts with) Porphyromonas","Megasphaera","Porphyromonas"
"interacts with","Megasphaera (interacts with) Prevotella","false","interacts with","Megasphaera (interacts with) Prevotella","Megasphaera","Prevotella"
"interacts with","Megasphaera (interacts with) Prevotella","false","interacts with","Megasphaera (interacts with) Prevotella","Megasphaera","Prevotella"
"interacts with","Megasphaera (interacts with) Prevotella","false","interacts with","Megasphaera (interacts with) Prevotella","Megasphaera","Prevotella"
"interacts with","Megasphaera (interacts with) Prevotella","false","interacts with","Megasphaera (interacts with) Prevotella","Megasphaera","Prevotella"
"interacts with","Megasphaera (interacts with) Rothia","false","interacts with","Megasphaera (interacts with) Rothia","Megasphaera","Rothia"
"interacts with","Megasphaera (interacts with) Rothia","false","interacts with","Megasphaera (interacts with) Rothia","Megasphaera","Rothia"
"interacts with","Megasphaera (interacts with) Selenomonas","false","interacts with","Megasphaera (interacts with) Selenomonas","Megasphaera","Selenomonas"
"interacts with","Megasphaera (interacts with) Shewanella","false","interacts with","Megasphaera (interacts with) Shewanella","Megasphaera","Shewanella"
"interacts with","Megasphaera (interacts with) Shewanella","false","interacts with","Megasphaera (interacts with) Shewanella","Megasphaera","Shewanella"
"interacts with","Megasphaera (interacts with) Shewanella","false","interacts with","Megasphaera (interacts with) Shewanella","Megasphaera","Shewanella"
"interacts with","Megasphaera (interacts with) Shewanella","false","interacts with","Megasphaera (interacts with) Shewanella","Megasphaera","Shewanella"
"interacts with","Megasphaera (interacts with) Streptococcus","false","interacts with","Megasphaera (interacts with) Streptococcus","Megasphaera","Streptococcus"
"interacts with","Megasphaera (interacts with) Tennerella","false","interacts with","Megasphaera (interacts with) Tennerella","Megasphaera","Tennerella"
"interacts with","Megasphaera (interacts with) Tennerella","false","interacts with","Megasphaera (interacts with) Tennerella","Megasphaera","Tennerella"
"interacts with","Megasphaera (interacts with) Tennerella","false","interacts with","Megasphaera (interacts with) Tennerella","Megasphaera","Tennerella"
"interacts with","Megasphaera (interacts with) Tennerella","false","interacts with","Megasphaera (interacts with) Tennerella","Megasphaera","Tennerella"
"interacts with","Megasphaera (interacts with) TM7","false","interacts with","Megasphaera (interacts with) TM7","Megasphaera","TM7"
"interacts with","Megasphaera (interacts with) TM7","false","interacts with","Megasphaera (interacts with) TM7","Megasphaera","TM7"
"interacts with","Megasphaera (interacts with) TM7","false","interacts with","Megasphaera (interacts with) TM7","Megasphaera","TM7"
"interacts with","Megasphaera (interacts with) TM7","false","interacts with","Megasphaera (interacts with) TM7","Megasphaera","TM7"
"interacts with","Megasphaera (interacts with) Veillonella","false","interacts with","Megasphaera (interacts with) Veillonella","Megasphaera","Veillonella"
"interacts with","Megasphaera (interacts with) Yersinia","false","interacts with","Megasphaera (interacts with) Yersinia","Megasphaera","Yersinia"
"interacts with","Megasphaera (interacts with) Yersinia","false","interacts with","Megasphaera (interacts with) Yersinia","Megasphaera","Yersinia"
"interacts with","Mogibacterium (interacts with) Mogibacterium","false","interacts with","Mogibacterium (interacts with) Mogibacterium","Mogibacterium","Mogibacterium"
"interacts with","Mogibacterium (interacts with) Neisseria","false","interacts with","Mogibacterium (interacts with) Neisseria","Mogibacterium","Neisseria"
"interacts with","Mogibacterium (interacts with) Neisseria","false","interacts with","Mogibacterium (interacts with) Neisseria","Mogibacterium","Neisseria"
"interacts with","Mogibacterium (interacts with) Neisseria","false","interacts with","Mogibacterium (interacts with) Neisseria","Mogibacterium","Neisseria"
"interacts with","Mogibacterium (interacts with) Neisseria","false","interacts with","Mogibacterium (interacts with) Neisseria","Mogibacterium","Neisseria"
"interacts with","Mogibacterium (interacts with) Paenibacillus","false","interacts with","Mogibacterium (interacts with) Paenibacillus","Mogibacterium","Paenibacillus"
"interacts with","Mogibacterium (interacts with) Paenibacillus","false","interacts with","Mogibacterium (interacts with) Paenibacillus","Mogibacterium","Paenibacillus"
"interacts with","Mogibacterium (interacts with) Peptostreptococcus","false","interacts with","Mogibacterium (interacts with) Peptostreptococcus","Mogibacterium","Peptostreptococcus"
"interacts with","Mogibacterium (interacts with) Peptostreptococcus","false","interacts with","Mogibacterium (interacts with) Peptostreptococcus","Mogibacterium","Peptostreptococcus"
"interacts with","Mogibacterium (interacts with) Peptostreptococcus","false","interacts with","Mogibacterium (interacts with) Peptostreptococcus","Mogibacterium","Peptostreptococcus"
"interacts with","Mogibacterium (interacts with) Porphyromonas","false","interacts with","Mogibacterium (interacts with) Porphyromonas","Mogibacterium","Porphyromonas"
"interacts with","Mogibacterium (interacts with) Porphyromonas","false","interacts with","Mogibacterium (interacts with) Porphyromonas","Mogibacterium","Porphyromonas"
"interacts with","Mogibacterium (interacts with) Porphyromonas","false","interacts with","Mogibacterium (interacts with) Porphyromonas","Mogibacterium","Porphyromonas"
"interacts with","Mogibacterium (interacts with) Porphyromonas","false","interacts with","Mogibacterium (interacts with) Porphyromonas","Mogibacterium","Porphyromonas"
"interacts with","Mogibacterium (interacts with) Prevotella","false","interacts with","Mogibacterium (interacts with) Prevotella","Mogibacterium","Prevotella"
"interacts with","Mogibacterium (interacts with) Prevotella","false","interacts with","Mogibacterium (interacts with) Prevotella","Mogibacterium","Prevotella"
"interacts with","Mogibacterium (interacts with) Rothia","false","interacts with","Mogibacterium (interacts with) Rothia","Mogibacterium","Rothia"
"interacts with","Mogibacterium (interacts with) Rothia","false","interacts with","Mogibacterium (interacts with) Rothia","Mogibacterium","Rothia"
"interacts with","Mogibacterium (interacts with) Selenomonas","false","interacts with","Mogibacterium (interacts with) Selenomonas","Mogibacterium","Selenomonas"
"interacts with","Mogibacterium (interacts with) Selenomonas","false","interacts with","Mogibacterium (interacts with) Selenomonas","Mogibacterium","Selenomonas"
"interacts with","Mogibacterium (interacts with) Shewanella","false","interacts with","Mogibacterium (interacts with) Shewanella","Mogibacterium","Shewanella"
"interacts with","Mogibacterium (interacts with) Shewanella","false","interacts with","Mogibacterium (interacts with) Shewanella","Mogibacterium","Shewanella"
"interacts with","Mogibacterium (interacts with) Shewanella","false","interacts with","Mogibacterium (interacts with) Shewanella","Mogibacterium","Shewanella"
"interacts with","Mogibacterium (interacts with) Streptococcus","false","interacts with","Mogibacterium (interacts with) Streptococcus","Mogibacterium","Streptococcus"
"interacts with","Mogibacterium (interacts with) Streptococcus","false","interacts with","Mogibacterium (interacts with) Streptococcus","Mogibacterium","Streptococcus"
"interacts with","Mogibacterium (interacts with) Tennerella","false","interacts with","Mogibacterium (interacts with) Tennerella","Mogibacterium","Tennerella"
"interacts with","Mogibacterium (interacts with) Tennerella","false","interacts with","Mogibacterium (interacts with) Tennerella","Mogibacterium","Tennerella"
"interacts with","Mogibacterium (interacts with) Tennerella","false","interacts with","Mogibacterium (interacts with) Tennerella","Mogibacterium","Tennerella"
"interacts with","Mogibacterium (interacts with) TM7","false","interacts with","Mogibacterium (interacts with) TM7","Mogibacterium","TM7"
"interacts with","Mogibacterium (interacts with) TM7","false","interacts with","Mogibacterium (interacts with) TM7","Mogibacterium","TM7"
"interacts with","Mogibacterium (interacts with) Veillonella","false","interacts with","Mogibacterium (interacts with) Veillonella","Mogibacterium","Veillonella"
"interacts with","Mogibacterium (interacts with) Veillonella","false","interacts with","Mogibacterium (interacts with) Veillonella","Mogibacterium","Veillonella"
"interacts with","Mogibacterium (interacts with) Yersinia","false","interacts with","Mogibacterium (interacts with) Yersinia","Mogibacterium","Yersinia"
"interacts with","Mogibacterium (interacts with) Yersinia","false","interacts with","Mogibacterium (interacts with) Yersinia","Mogibacterium","Yersinia"
"interacts with","Mogibacterium (interacts with) Yersinia","false","interacts with","Mogibacterium (interacts with) Yersinia","Mogibacterium","Yersinia"
"interacts with","Neisseria (interacts with) Neisseria","false","interacts with","Neisseria (interacts with) Neisseria","Neisseria","Neisseria"
"interacts with","Neisseria (interacts with) Paenibacillus","false","interacts with","Neisseria (interacts with) Paenibacillus","Neisseria","Paenibacillus"
"interacts with","Neisseria (interacts with) Paenibacillus","false","interacts with","Neisseria (interacts with) Paenibacillus","Neisseria","Paenibacillus"
"interacts with","Neisseria (interacts with) Paenibacillus","false","interacts with","Neisseria (interacts with) Paenibacillus","Neisseria","Paenibacillus"
"interacts with","Neisseria (interacts with) Peptostreptococcus","false","interacts with","Neisseria (interacts with) Peptostreptococcus","Neisseria","Peptostreptococcus"
"interacts with","Neisseria (interacts with) Peptostreptococcus","false","interacts with","Neisseria (interacts with) Peptostreptococcus","Neisseria","Peptostreptococcus"
"interacts with","Neisseria (interacts with) Peptostreptococcus","false","interacts with","Neisseria (interacts with) Peptostreptococcus","Neisseria","Peptostreptococcus"
"interacts with","Neisseria (interacts with) Peptostreptococcus","false","interacts with","Neisseria (interacts with) Peptostreptococcus","Neisseria","Peptostreptococcus"
"interacts with","Neisseria (interacts with) Porphyromonas","false","interacts with","Neisseria (interacts with) Porphyromonas","Neisseria","Porphyromonas"
"interacts with","Neisseria (interacts with) Porphyromonas","false","interacts with","Neisseria (interacts with) Porphyromonas","Neisseria","Porphyromonas"
"interacts with","Neisseria (interacts with) Prevotella","false","interacts with","Neisseria (interacts with) Prevotella","Neisseria","Prevotella"
"interacts with","Neisseria (interacts with) Prevotella","false","interacts with","Neisseria (interacts with) Prevotella","Neisseria","Prevotella"
"interacts with","Neisseria (interacts with) Rothia","false","interacts with","Neisseria (interacts with) Rothia","Neisseria","Rothia"
"interacts with","Neisseria (interacts with) Rothia","false","interacts with","Neisseria (interacts with) Rothia","Neisseria","Rothia"
"interacts with","Neisseria (interacts with) Selenomonas","false","interacts with","Neisseria (interacts with) Selenomonas","Neisseria","Selenomonas"
"interacts with","Neisseria (interacts with) Selenomonas","false","interacts with","Neisseria (interacts with) Selenomonas","Neisseria","Selenomonas"
"interacts with","Neisseria (interacts with) Selenomonas","false","interacts with","Neisseria (interacts with) Selenomonas","Neisseria","Selenomonas"
"interacts with","Neisseria (interacts with) Shewanella","false","interacts with","Neisseria (interacts with) Shewanella","Neisseria","Shewanella"
"interacts with","Neisseria (interacts with) Shewanella","false","interacts with","Neisseria (interacts with) Shewanella","Neisseria","Shewanella"
"interacts with","Neisseria (interacts with) Streptococcus","false","interacts with","Neisseria (interacts with) Streptococcus","Neisseria","Streptococcus"
"interacts with","Neisseria (interacts with) Streptococcus","false","interacts with","Neisseria (interacts with) Streptococcus","Neisseria","Streptococcus"
"interacts with","Neisseria (interacts with) Streptococcus","false","interacts with","Neisseria (interacts with) Streptococcus","Neisseria","Streptococcus"
"interacts with","Neisseria (interacts with) Tennerella","false","interacts with","Neisseria (interacts with) Tennerella","Neisseria","Tennerella"
"interacts with","Neisseria (interacts with) Tennerella","false","interacts with","Neisseria (interacts with) Tennerella","Neisseria","Tennerella"
"interacts with","Neisseria (interacts with) TM7","false","interacts with","Neisseria (interacts with) TM7","Neisseria","TM7"
"interacts with","Neisseria (interacts with) TM7","false","interacts with","Neisseria (interacts with) TM7","Neisseria","TM7"
"interacts with","Neisseria (interacts with) Veillonella","false","interacts with","Neisseria (interacts with) Veillonella","Neisseria","Veillonella"
"interacts with","Neisseria (interacts with) Veillonella","false","interacts with","Neisseria (interacts with) Veillonella","Neisseria","Veillonella"
