"interaction","name","selected","shared interaction","shared name","source","target"
"interacts with","Achromobacter (interacts with) Achromobacter","false","interacts with","Achromobacter (interacts with) Achromobacter","Achromobacter","Achromobacter"
"interacts with","Achromobacter (interacts with) Actinomyces","false","interacts with","Achromobacter (interacts with) Actinomyces","Achromobacter","Actinomyces"
"interacts with","Achromobacter (interacts with) Atopobium","false","interacts with","Achromobacter (interacts with) Atopobium","Achromobacter","Atopobium"
"interacts with","Achromobacter (interacts with) Atopobium","false","interacts with","Achromobacter (interacts with) Atopobium","Achromobacter","Atopobium"
"interacts with","Achromobacter (interacts with) Bacteroides","false","interacts with","Achromobacter (interacts with) Bacteroides","Achromobacter","Bacteroides"
"interacts with","Achromobacter (interacts with) Bacteroides","false","interacts with","Achromobacter (interacts with) Bacteroides","Achromobacter","Bacteroides"
"interacts with","Achromobacter (interacts with) Bacteroides","false","interacts with","Achromobacter (interacts with) Bacteroides","Achromobacter","Bacteroides"
"interacts with","Achromobacter (interacts with) Bacteroides","false","interacts with","Achromobacter (interacts with) Bacteroides","Achromobacter","Bacteroides"
"interacts with","Achromobacter (interacts with) Bacteroidetes","false","interacts with","Achromobacter (interacts with) Bacteroidetes","Achromobacter","Bacteroidetes"
"interacts with","Achromobacter (interacts with) Bulleidia","false","interacts with","Achromobacter (interacts with) Bulleidia","Achromobacter","Bulleidia"
"interacts with","Achromobacter (interacts with) Bulleidia","false","interacts with","Achromobacter (interacts with) Bulleidia","Achromobacter","Bulleidia"
"interacts with","Achromobacter (interacts with) Bulleidia","false","interacts with","Achromobacter (interacts with) Bulleidia","Achromobacter","Bulleidia"
"interacts with","Achromobacter (interacts with) Bulleidia","false","interacts with","Achromobacter (interacts with) Bulleidia","Achromobacter","Bulleidia"
"interacts with","Achromobacter (interacts with) Campylobacter","false","interacts with","Achromobacter (interacts with) Campylobacter","Achromobacter","Campylobacter"
"interacts with","Achromobacter (interacts with) Campylobacter","false","interacts with","Achromobacter (interacts with) Campylobacter","Achromobacter","Campylobacter"
"interacts with","Achromobacter (interacts with) Campylobacter","false","interacts with","Achromobacter (interacts with) Campylobacter","Achromobacter","Campylobacter"
"interacts with","Achromobacter (interacts with) Campylobacter","false","interacts with","Achromobacter (interacts with) Campylobacter","Achromobacter","Campylobacter"
"interacts with","Achromobacter (interacts with) Centipeda","false","interacts with","Achromobacter (interacts with) Centipeda","Achromobacter","Centipeda"
"interacts with","Achromobacter (interacts with) Clostridiales","false","interacts with","Achromobacter (interacts with) Clostridiales","Achromobacter","Clostridiales"
"interacts with","Achromobacter (interacts with) Clostridiales","false","interacts with","Achromobacter (interacts with) Clostridiales","Achromobacter","Clostridiales"
"interacts with","Achromobacter (interacts with) Clostridiales","false","interacts with","Achromobacter (interacts with) Clostridiales","Achromobacter","Clostridiales"
"interacts with","Achromobacter (interacts with) Clostridiales","false","interacts with","Achromobacter (interacts with) Clostridiales","Achromobacter","Clostridiales"
"interacts with","Achromobacter (interacts with) Clostridium","false","interacts with","Achromobacter (interacts with) Clostridium","Achromobacter","Clostridium"
"interacts with","Achromobacter (interacts with) Clostridium","false","interacts with","Achromobacter (interacts with) Clostridium","Achromobacter","Clostridium"
"interacts with","Achromobacter (interacts with) Clostridium","false","interacts with","Achromobacter (interacts with) Clostridium","Achromobacter","Clostridium"
"interacts with","Achromobacter (interacts with) Clostridium","false","interacts with","Achromobacter (interacts with) Clostridium","Achromobacter","Clostridium"
"interacts with","Achromobacter (interacts with) Comamonas","false","interacts with","Achromobacter (interacts with) Comamonas","Achromobacter","Comamonas"
"interacts with","Achromobacter (interacts with) Comamonas","false","interacts with","Achromobacter (interacts with) Comamonas","Achromobacter","Comamonas"
"interacts with","Achromobacter (interacts with) Comamonas","false","interacts with","Achromobacter (interacts with) Comamonas","Achromobacter","Comamonas"
"interacts with","Achromobacter (interacts with) Delftia","false","interacts with","Achromobacter (interacts with) Delftia","Achromobacter","Delftia"
"interacts with","Achromobacter (interacts with) Delftia","false","interacts with","Achromobacter (interacts with) Delftia","Achromobacter","Delftia"
"interacts with","Achromobacter (interacts with) Delftia","false","interacts with","Achromobacter (interacts with) Delftia","Achromobacter","Delftia"
"interacts with","Achromobacter (interacts with) Eubacterium","false","interacts with","Achromobacter (interacts with) Eubacterium","Achromobacter","Eubacterium"
"interacts with","Achromobacter (interacts with) Eubacterium","false","interacts with","Achromobacter (interacts with) Eubacterium","Achromobacter","Eubacterium"
"interacts with","Achromobacter (interacts with) Filifactor","false","interacts with","Achromobacter (interacts with) Filifactor","Achromobacter","Filifactor"
"interacts with","Achromobacter (interacts with) Fusobacterium","false","interacts with","Achromobacter (interacts with) Fusobacterium","Achromobacter","Fusobacterium"
"interacts with","Achromobacter (interacts with) Fusobacterium","false","interacts with","Achromobacter (interacts with) Fusobacterium","Achromobacter","Fusobacterium"
"interacts with","Achromobacter (interacts with) Fusobacterium","false","interacts with","Achromobacter (interacts with) Fusobacterium","Achromobacter","Fusobacterium"
"interacts with","Achromobacter (interacts with) Gemella","false","interacts with","Achromobacter (interacts with) Gemella","Achromobacter","Gemella"
"interacts with","Achromobacter (interacts with) Gemella","false","interacts with","Achromobacter (interacts with) Gemella","Achromobacter","Gemella"
"interacts with","Achromobacter (interacts with) Gemella","false","interacts with","Achromobacter (interacts with) Gemella","Achromobacter","Gemella"
"interacts with","Achromobacter (interacts with) Gemella","false","interacts with","Achromobacter (interacts with) Gemella","Achromobacter","Gemella"
"interacts with","Achromobacter (interacts with) Granulicatella","false","interacts with","Achromobacter (interacts with) Granulicatella","Achromobacter","Granulicatella"
"interacts with","Achromobacter (interacts with) Granulicatella","false","interacts with","Achromobacter (interacts with) Granulicatella","Achromobacter","Granulicatella"
"interacts with","Achromobacter (interacts with) Granulicatella","false","interacts with","Achromobacter (interacts with) Granulicatella","Achromobacter","Granulicatella"
"interacts with","Achromobacter (interacts with) Granulicatella","false","interacts with","Achromobacter (interacts with) Granulicatella","Achromobacter","Granulicatella"
"interacts with","Achromobacter (interacts with) Haemophilus","false","interacts with","Achromobacter (interacts with) Haemophilus","Achromobacter","Haemophilus"
"interacts with","Achromobacter (interacts with) Haemophilus","false","interacts with","Achromobacter (interacts with) Haemophilus","Achromobacter","Haemophilus"
"interacts with","Achromobacter (interacts with) Haemophilus","false","interacts with","Achromobacter (interacts with) Haemophilus","Achromobacter","Haemophilus"
"interacts with","Achromobacter (interacts with) Haemophilus","false","interacts with","Achromobacter (interacts with) Haemophilus","Achromobacter","Haemophilus"
"interacts with","Achromobacter (interacts with) Lactobacillus","false","interacts with","Achromobacter (interacts with) Lactobacillus","Achromobacter","Lactobacillus"
"interacts with","Achromobacter (interacts with) Lactobacillus","false","interacts with","Achromobacter (interacts with) Lactobacillus","Achromobacter","Lactobacillus"
"interacts with","Achromobacter (interacts with) Lactobacillus","false","interacts with","Achromobacter (interacts with) Lactobacillus","Achromobacter","Lactobacillus"
"interacts with","Achromobacter (interacts with) Leptotrichia","false","interacts with","Achromobacter (interacts with) Leptotrichia","Achromobacter","Leptotrichia"
"interacts with","Achromobacter (interacts with) Leptotrichia","false","interacts with","Achromobacter (interacts with) Leptotrichia","Achromobacter","Leptotrichia"
"interacts with","Achromobacter (interacts with) Megasphaera","false","interacts with","Achromobacter (interacts with) Megasphaera","Achromobacter","Megasphaera"
"interacts with","Achromobacter (interacts with) Megasphaera","false","interacts with","Achromobacter (interacts with) Megasphaera","Achromobacter","Megasphaera"
"interacts with","Achromobacter (interacts with) Megasphaera","false","interacts with","Achromobacter (interacts with) Megasphaera","Achromobacter","Megasphaera"
"interacts with","Achromobacter (interacts with) Megasphaera","false","interacts with","Achromobacter (interacts with) Megasphaera","Achromobacter","Megasphaera"
"interacts with","Achromobacter (interacts with) Mogibacterium","false","interacts with","Achromobacter (interacts with) Mogibacterium","Achromobacter","Mogibacterium"
"interacts with","Achromobacter (interacts with) Neisseria","false","interacts with","Achromobacter (interacts with) Neisseria","Achromobacter","Neisseria"
"interacts with","Achromobacter (interacts with) Neisseria","false","interacts with","Achromobacter (interacts with) Neisseria","Achromobacter","Neisseria"
"interacts with","Achromobacter (interacts with) Paenibacillus","false","interacts with","Achromobacter (interacts with) Paenibacillus","Achromobacter","Paenibacillus"
"interacts with","Achromobacter (interacts with) Paenibacillus","false","interacts with","Achromobacter (interacts with) Paenibacillus","Achromobacter","Paenibacillus"
"interacts with","Achromobacter (interacts with) Peptostreptococcus","false","interacts with","Achromobacter (interacts with) Peptostreptococcus","Achromobacter","Peptostreptococcus"
"interacts with","Achromobacter (interacts with) Porphyromonas","false","interacts with","Achromobacter (interacts with) Porphyromonas","Achromobacter","Porphyromonas"
"interacts with","Achromobacter (interacts with) Porphyromonas","false","interacts with","Achromobacter (interacts with) Porphyromonas","Achromobacter","Porphyromonas"
"interacts with","Achromobacter (interacts with) Prevotella","false","interacts with","Achromobacter (interacts with) Prevotella","Achromobacter","Prevotella"
"interacts with","Achromobacter (interacts with) Prevotella","false","interacts with","Achromobacter (interacts with) Prevotella","Achromobacter","Prevotella"
"interacts with","Achromobacter (interacts with) Prevotella","false","interacts with","Achromobacter (interacts with) Prevotella","Achromobacter","Prevotella"
"interacts with","Achromobacter (interacts with) Prevotella","false","interacts with","Achromobacter (interacts with) Prevotella","Achromobacter","Prevotella"
"interacts with","Achromobacter (interacts with) Rothia","false","interacts with","Achromobacter (interacts with) Rothia","Achromobacter","Rothia"
"interacts with","Achromobacter (interacts with) Rothia","false","interacts with","Achromobacter (interacts with) Rothia","Achromobacter","Rothia"
"interacts with","Achromobacter (interacts with) Rothia","false","interacts with","Achromobacter (interacts with) Rothia","Achromobacter","Rothia"
"interacts with","Achromobacter (interacts with) Rothia","false","interacts with","Achromobacter (interacts with) Rothia","Achromobacter","Rothia"
"interacts with","Achromobacter (interacts with) Selenomonas","false","interacts with","Achromobacter (interacts with) Selenomonas","Achromobacter","Selenomonas"
"interacts with","Achromobacter (interacts with) Selenomonas","false","interacts with","Achromobacter (interacts with) Selenomonas","Achromobacter","Selenomonas"
"interacts with","Achromobacter (interacts with) Shewanella","false","interacts with","Achromobacter (interacts with) Shewanella","Achromobacter","Shewanella"
"interacts with","Achromobacter (interacts with) Streptococcus","false","interacts with","Achromobacter (interacts with) Streptococcus","Achromobacter","Streptococcus"
"interacts with","Achromobacter (interacts with) Streptococcus","false","interacts with","Achromobacter (interacts with) Streptococcus","Achromobacter","Streptococcus"
"interacts with","Achromobacter (interacts with) Streptococcus","false","interacts with","Achromobacter (interacts with) Streptococcus","Achromobacter","Streptococcus"
"interacts with","Achromobacter (interacts with) Streptococcus","false","interacts with","Achromobacter (interacts with) Streptococcus","Achromobacter","Streptococcus"
"interacts with","Achromobacter (interacts with) Tennerella","false","interacts with","Achromobacter (interacts with) Tennerella","Achromobacter","Tennerella"
"interacts with","Achromobacter (interacts with) TM7","false","interacts with","Achromobacter (interacts with) TM7","Achromobacter","TM7"
"interacts with","Achromobacter (interacts with) TM7","false","interacts with","Achromobacter (interacts with) TM7","Achromobacter","TM7"
"interacts with","Achromobacter (interacts with) TM7","false","interacts with","Achromobacter (interacts with) TM7","Achromobacter","TM7"
"interacts with","Achromobacter (interacts with) TM7","false","interacts with","Achromobacter (interacts with) TM7","Achromobacter","TM7"
"interacts with","Achromobacter (interacts with) Veillonella","false","interacts with","Achromobacter (interacts with) Veillonella","Achromobacter","Veillonella"
"interacts with","Achromobacter (interacts with) Veillonella","false","interacts with","Achromobacter (interacts with) Veillonella","Achromobacter","Veillonella"
"interacts with","Achromobacter (interacts with) Veillonella","false","interacts with","Achromobacter (interacts with) Veillonella","Achromobacter","Veillonella"
"interacts with","Achromobacter (interacts with) Veillonella","false","interacts with","Achromobacter (interacts with) Veillonella","Achromobacter","Veillonella"
"interacts with","Actinomyces (interacts with) Actinomyces","false","interacts with","Actinomyces (interacts with) Actinomyces","Actinomyces","Actinomyces"
"interacts with","Actinomyces (interacts with) Actinomyces","false","interacts with","Actinomyces (interacts with) Actinomyces","Actinomyces","Actinomyces"
"interacts with","Actinomyces (interacts with) Atopobium","false","interacts with","Actinomyces (interacts with) Atopobium","Actinomyces","Atopobium"
"interacts with","Actinomyces (interacts with) Atopobium","false","interacts with","Actinomyces (interacts with) Atopobium","Actinomyces","Atopobium"
"interacts with","Actinomyces (interacts with) Atopobium","false","interacts with","Actinomyces (interacts with) Atopobium","Actinomyces","Atopobium"
"interacts with","Actinomyces (interacts with) Atopobium","false","interacts with","Actinomyces (interacts with) Atopobium","Actinomyces","Atopobium"
"interacts with","Actinomyces (interacts with) Bacteroides","false","interacts with","Actinomyces (interacts with) Bacteroides","Actinomyces","Bacteroides"
"interacts with","Actinomyces (interacts with) Bacteroides","false","interacts with","Actinomyces (interacts with) Bacteroides","Actinomyces","Bacteroides"
"interacts with","Actinomyces (interacts with) Bacteroidetes","false","interacts with","Actinomyces (interacts with) Bacteroidetes","Actinomyces","Bacteroidetes"
"interacts with","Actinomyces (interacts with) Bacteroidetes","false","interacts with","Actinomyces (interacts with) Bacteroidetes","Actinomyces","Bacteroidetes"
"interacts with","Actinomyces (interacts with) Bacteroidetes","false","interacts with","Actinomyces (interacts with) Bacteroidetes","Actinomyces","Bacteroidetes"
"interacts with","Actinomyces (interacts with) Bacteroidetes","false","interacts with","Actinomyces (interacts with) Bacteroidetes","Actinomyces","Bacteroidetes"
"interacts with","Actinomyces (interacts with) Bulleidia","false","interacts with","Actinomyces (interacts with) Bulleidia","Actinomyces","Bulleidia"
"interacts with","Actinomyces (interacts with) Bulleidia","false","interacts with","Actinomyces (interacts with) Bulleidia","Actinomyces","Bulleidia"
"interacts with","Actinomyces (interacts with) Campylobacter","false","interacts with","Actinomyces (interacts with) Campylobacter","Actinomyces","Campylobacter"
"interacts with","Actinomyces (interacts with) Campylobacter","false","interacts with","Actinomyces (interacts with) Campylobacter","Actinomyces","Campylobacter"
"interacts with","Actinomyces (interacts with) Centipeda","false","interacts with","Actinomyces (interacts with) Centipeda","Actinomyces","Centipeda"
"interacts with","Actinomyces (interacts with) Centipeda","false","interacts with","Actinomyces (interacts with) Centipeda","Actinomyces","Centipeda"
"interacts with","Actinomyces (interacts with) Centipeda","false","interacts with","Actinomyces (interacts with) Centipeda","Actinomyces","Centipeda"
"interacts with","Actinomyces (interacts with) Centipeda","false","interacts with","Actinomyces (interacts with) Centipeda","Actinomyces","Centipeda"
"interacts with","Actinomyces (interacts with) Clostridiales","false","interacts with","Actinomyces (interacts with) Clostridiales","Actinomyces","Clostridiales"
"interacts with","Actinomyces (interacts with) Clostridiales","false","interacts with","Actinomyces (interacts with) Clostridiales","Actinomyces","Clostridiales"
"interacts with","Actinomyces (interacts with) Clostridiales","false","interacts with","Actinomyces (interacts with) Clostridiales","Actinomyces","Clostridiales"
"interacts with","Actinomyces (interacts with) Clostridiales","false","interacts with","Actinomyces (interacts with) Clostridiales","Actinomyces","Clostridiales"
"interacts with","Actinomyces (interacts with) Clostridium","false","interacts with","Actinomyces (interacts with) Clostridium","Actinomyces","Clostridium"
"interacts with","Actinomyces (interacts with) Clostridium","false","interacts with","Actinomyces (interacts with) Clostridium","Actinomyces","Clostridium"
"interacts with","Actinomyces (interacts with) Comamonas","false","interacts with","Actinomyces (interacts with) Comamonas","Actinomyces","Comamonas"
"interacts with","Actinomyces (interacts with) Comamonas","false","interacts with","Actinomyces (interacts with) Comamonas","Actinomyces","Comamonas"
"interacts with","Actinomyces (interacts with) Delftia","false","interacts with","Actinomyces (interacts with) Delftia","Actinomyces","Delftia"
"interacts with","Actinomyces (interacts with) Delftia","false","interacts with","Actinomyces (interacts with) Delftia","Actinomyces","Delftia"
"interacts with","Actinomyces (interacts with) Eubacterium","false","interacts with","Actinomyces (interacts with) Eubacterium","Actinomyces","Eubacterium"
"interacts with","Actinomyces (interacts with) Eubacterium","false","interacts with","Actinomyces (interacts with) Eubacterium","Actinomyces","Eubacterium"
"interacts with","Actinomyces (interacts with) Filifactor","false","interacts with","Actinomyces (interacts with) Filifactor","Actinomyces","Filifactor"
"interacts with","Actinomyces (interacts with) Filifactor","false","interacts with","Actinomyces (interacts with) Filifactor","Actinomyces","Filifactor"
"interacts with","Actinomyces (interacts with) Filifactor","false","interacts with","Actinomyces (interacts with) Filifactor","Actinomyces","Filifactor"
"interacts with","Actinomyces (interacts with) Fusobacterium","false","interacts with","Actinomyces (interacts with) Fusobacterium","Actinomyces","Fusobacterium"
"interacts with","Actinomyces (interacts with) Fusobacterium","false","interacts with","Actinomyces (interacts with) Fusobacterium","Actinomyces","Fusobacterium"
"interacts with","Actinomyces (interacts with) Fusobacterium","false","interacts with","Actinomyces (interacts with) Fusobacterium","Actinomyces","Fusobacterium"
"interacts with","Actinomyces (interacts with) Fusobacterium","false","interacts with","Actinomyces (interacts with) Fusobacterium","Actinomyces","Fusobacterium"
"interacts with","Actinomyces (interacts with) Gemella","false","interacts with","Actinomyces (interacts with) Gemella","Actinomyces","Gemella"
"interacts with","Actinomyces (interacts with) Gemella","false","interacts with","Actinomyces (interacts with) Gemella","Actinomyces","Gemella"
"interacts with","Actinomyces (interacts with) Gemella","false","interacts with","Actinomyces (interacts with) Gemella","Actinomyces","Gemella"
"interacts with","Actinomyces (interacts with) Gemella","false","interacts with","Actinomyces (interacts with) Gemella","Actinomyces","Gemella"
"interacts with","Actinomyces (interacts with) Granulicatella","false","interacts with","Actinomyces (interacts with) Granulicatella","Actinomyces","Granulicatella"
"interacts with","Actinomyces (interacts with) Granulicatella","false","interacts with","Actinomyces (interacts with) Granulicatella","Actinomyces","Granulicatella"
"interacts with","Actinomyces (interacts with) Granulicatella","false","interacts with","Actinomyces (interacts with) Granulicatella","Actinomyces","Granulicatella"
"interacts with","Actinomyces (interacts with) Granulicatella","false","interacts with","Actinomyces (interacts with) Granulicatella","Actinomyces","Granulicatella"
"interacts with","Actinomyces (interacts with) Haemophilus","false","interacts with","Actinomyces (interacts with) Haemophilus","Actinomyces","Haemophilus"
"interacts with","Actinomyces (interacts with) Haemophilus","false","interacts with","Actinomyces (interacts with) Haemophilus","Actinomyces","Haemophilus"
"interacts with","Actinomyces (interacts with) Lactobacillus","false","interacts with","Actinomyces (interacts with) Lactobacillus","Actinomyces","Lactobacillus"
"interacts with","Actinomyces (interacts with) Lactobacillus","false","interacts with","Actinomyces (interacts with) Lactobacillus","Actinomyces","Lactobacillus"
"interacts with","Actinomyces (interacts with) Leptotrichia","false","interacts with","Actinomyces (interacts with) Leptotrichia","Actinomyces","Leptotrichia"
"interacts with","Actinomyces (interacts with) Leptotrichia","false","interacts with","Actinomyces (interacts with) Leptotrichia","Actinomyces","Leptotrichia"
"interacts with","Actinomyces (interacts with) Leptotrichia","false","interacts with","Actinomyces (interacts with) Leptotrichia","Actinomyces","Leptotrichia"
"interacts with","Actinomyces (interacts with) Leptotrichia","false","interacts with","Actinomyces (interacts with) Leptotrichia","Actinomyces","Leptotrichia"
"interacts with","Actinomyces (interacts with) Megasphaera","false","interacts with","Actinomyces (interacts with) Megasphaera","Actinomyces","Megasphaera"
"interacts with","Actinomyces (interacts with) Megasphaera","false","interacts with","Actinomyces (interacts with) Megasphaera","Actinomyces","Megasphaera"
"interacts with","Actinomyces (interacts with) Mogibacterium","false","interacts with","Actinomyces (interacts with) Mogibacterium","Actinomyces","Mogibacterium"
"interacts with","Actinomyces (interacts with) Mogibacterium","false","interacts with","Actinomyces (interacts with) Mogibacterium","Actinomyces","Mogibacterium"
"interacts with","Actinomyces (interacts with) Neisseria","false","interacts with","Actinomyces (interacts with) Neisseria","Actinomyces","Neisseria"
"interacts with","Actinomyces (interacts with) Neisseria","false","interacts with","Actinomyces (interacts with) Neisseria","Actinomyces","Neisseria"
"interacts with","Actinomyces (interacts with) Paenibacillus","false","interacts with","Actinomyces (interacts with) Paenibacillus","Actinomyces","Paenibacillus"
"interacts with","Actinomyces (interacts with) Peptostreptococcus","false","interacts with","Actinomyces (interacts with) Peptostreptococcus","Actinomyces","Peptostreptococcus"
"interacts with","Actinomyces (interacts with) Peptostreptococcus","false","interacts with","Actinomyces (interacts with) Peptostreptococcus","Actinomyces","Peptostreptococcus"
"interacts with","Actinomyces (interacts with) Peptostreptococcus","false","interacts with","Actinomyces (interacts with) Peptostreptococcus","Actinomyces","Peptostreptococcus"
"interacts with","Actinomyces (interacts with) Porphyromonas","false","interacts with","Actinomyces (interacts with) Porphyromonas","Actinomyces","Porphyromonas"
"interacts with","Actinomyces (interacts with) Porphyromonas","false","interacts with","Actinomyces (interacts with) Porphyromonas","Actinomyces","Porphyromonas"
"interacts with","Actinomyces (interacts with) Porphyromonas","false","interacts with","Actinomyces (interacts with) Porphyromonas","Actinomyces","Porphyromonas"
"interacts with","Actinomyces (interacts with) Porphyromonas","false","interacts with","Actinomyces (interacts with) Porphyromonas","Actinomyces","Porphyromonas"
"interacts with","Actinomyces (interacts with) Prevotella","false","interacts with","Actinomyces (interacts with) Prevotella","Actinomyces","Prevotella"
"interacts with","Actinomyces (interacts with) Prevotella","false","interacts with","Actinomyces (interacts with) Prevotella","Actinomyces","Prevotella"
"interacts with","Actinomyces (interacts with) Prevotella","false","interacts with","Actinomyces (interacts with) Prevotella","Actinomyces","Prevotella"
"interacts with","Actinomyces (interacts with) Prevotella","false","interacts with","Actinomyces (interacts with) Prevotella","Actinomyces","Prevotella"
"interacts with","Actinomyces (interacts with) Rothia","false","interacts with","Actinomyces (interacts with) Rothia","Actinomyces","Rothia"
"interacts with","Actinomyces (interacts with) Rothia","false","interacts with","Actinomyces (interacts with) Rothia","Actinomyces","Rothia"
"interacts with","Actinomyces (interacts with) Selenomonas","false","interacts with","Actinomyces (interacts with) Selenomonas","Actinomyces","Selenomonas"
"interacts with","Actinomyces (interacts with) Selenomonas","false","interacts with","Actinomyces (interacts with) Selenomonas","Actinomyces","Selenomonas"
"interacts with","Actinomyces (interacts with) Shewanella","false","interacts with","Actinomyces (interacts with) Shewanella","Actinomyces","Shewanella"
"interacts with","Actinomyces (interacts with) Shewanella","false","interacts with","Actinomyces (interacts with) Shewanella","Actinomyces","Shewanella"
"interacts with","Actinomyces (interacts with) Shewanella","false","interacts with","Actinomyces (interacts with) Shewanella","Actinomyces","Shewanella"
"interacts with","Actinomyces (interacts with) Shewanella","false","interacts with","Actinomyces (interacts with) Shewanella","Actinomyces","Shewanella"
"interacts with","Actinomyces (interacts with) Streptococcus","false","interacts with","Actinomyces (interacts with) Streptococcus","Actinomyces","Streptococcus"
"interacts with","Actinomyces (interacts with) Streptococcus","false","interacts with","Actinomyces (interacts with) Streptococcus","Actinomyces","Streptococcus"
"interacts with","Actinomyces (interacts with) Tennerella","false","interacts with","Actinomyces (interacts with) Tennerella","Actinomyces","Tennerella"
"interacts with","Actinomyces (interacts with) Tennerella","false","interacts with","Actinomyces (interacts with) Tennerella","Actinomyces","Tennerella"
"interacts with","Actinomyces (interacts with) Tennerella","false","interacts with","Actinomyces (interacts with) Tennerella","Actinomyces","Tennerella"
"interacts with","Actinomyces (interacts with) Tennerella","false","interacts with","Actinomyces (interacts with) Tennerella","Actinomyces","Tennerella"
"interacts with","Actinomyces (interacts with) TM7","false","interacts with","Actinomyces (interacts with) TM7","Actinomyces","TM7"
"interacts with","Actinomyces (interacts with) TM7","false","interacts with","Actinomyces (interacts with) TM7","Actinomyces","TM7"
"interacts with","Actinomyces (interacts with) TM7","false","interacts with","Actinomyces (interacts with) TM7","Actinomyces","TM7"
"interacts with","Actinomyces (interacts with) TM7","false","interacts with","Actinomyces (interacts with) TM7","Actinomyces","TM7"
"interacts with","Actinomyces (interacts with) Veillonella","false","interacts with","Actinomyces (interacts with) Veillonella","Actinomyces","Veillonella"
"interacts with","Actinomyces (interacts with) Veillonella","false","interacts with","Actinomyces (interacts with) Veillonella","Actinomyces","Veillonella"
"interacts with","Actinomyces (interacts with) Yersinia","false","interacts with","Actinomyces (interacts with) Yersinia","Actinomyces","Yersinia"
"interacts with","Atopobium (interacts with) Atopobium","false","interacts with","Atopobium (interacts with) Atopobium","Atopobium","Atopobium"
"interacts with","Atopobium (interacts with) Atopobium","false","interacts with","Atopobium (interacts with) Atopobium","Atopobium","Atopobium"
"interacts with","Atopobium (interacts with) Bacteroides","false","interacts with","Atopobium (interacts with) Bacteroides","Atopobium","Bacteroides"
"interacts with","Atopobium (interacts with) Bacteroides","false","interacts with","Atopobium (interacts with) Bacteroides","Atopobium","Bacteroides"
"interacts with","Atopobium (interacts with) Bacteroides","false","interacts with","Atopobium (interacts with) Bacteroides","Atopobium","Bacteroides"
"interacts with","Atopobium (interacts with) Bacteroidetes","false","interacts with","Atopobium (interacts with) Bacteroidetes","Atopobium","Bacteroidetes"
"interacts with","Atopobium (interacts with) Bacteroidetes","false","interacts with","Atopobium (interacts with) Bacteroidetes","Atopobium","Bacteroidetes"
"interacts with","Atopobium (interacts with) Bulleidia","false","interacts with","Atopobium (interacts with) Bulleidia","Atopobium","Bulleidia"
"interacts with","Atopobium (interacts with) Bulleidia","false","interacts with","Atopobium (interacts with) Bulleidia","Atopobium","Bulleidia"
"interacts with","Atopobium (interacts with) Bulleidia","false","interacts with","Atopobium (interacts with) Bulleidia","Atopobium","Bulleidia"
"interacts with","Atopobium (interacts with) Bulleidia","false","interacts with","Atopobium (interacts with) Bulleidia","Atopobium","Bulleidia"
"interacts with","Atopobium (interacts with) Campylobacter","false","interacts with","Atopobium (interacts with) Campylobacter","Atopobium","Campylobacter"
"interacts with","Atopobium (interacts with) Campylobacter","false","interacts with","Atopobium (interacts with) Campylobacter","Atopobium","Campylobacter"
"interacts with","Atopobium (interacts with) Centipeda","false","interacts with","Atopobium (interacts with) Centipeda","Atopobium","Centipeda"
"interacts with","Atopobium (interacts with) Centipeda","false","interacts with","Atopobium (interacts with) Centipeda","Atopobium","Centipeda"
"interacts with","Atopobium (interacts with) Clostridiales","false","interacts with","Atopobium (interacts with) Clostridiales","Atopobium","Clostridiales"
"interacts with","Atopobium (interacts with) Clostridiales","false","interacts with","Atopobium (interacts with) Clostridiales","Atopobium","Clostridiales"
"interacts with","Atopobium (interacts with) Clostridiales","false","interacts with","Atopobium (interacts with) Clostridiales","Atopobium","Clostridiales"
"interacts with","Atopobium (interacts with) Clostridiales","false","interacts with","Atopobium (interacts with) Clostridiales","Atopobium","Clostridiales"
"interacts with","Atopobium (interacts with) Clostridium","false","interacts with","Atopobium (interacts with) Clostridium","Atopobium","Clostridium"
"interacts with","Atopobium (interacts with) Clostridium","false","interacts with","Atopobium (interacts with) Clostridium","Atopobium","Clostridium"
"interacts with","Atopobium (interacts with) Clostridium","false","interacts with","Atopobium (interacts with) Clostridium","Atopobium","Clostridium"
"interacts with","Atopobium (interacts with) Clostridium","false","interacts with","Atopobium (interacts with) Clostridium","Atopobium","Clostridium"
"interacts with","Atopobium (interacts with) Comamonas","false","interacts with","Atopobium (interacts with) Comamonas","Atopobium","Comamonas"
"interacts with","Atopobium (interacts with) Comamonas","false","interacts with","Atopobium (interacts with) Comamonas","Atopobium","Comamonas"
"interacts with","Atopobium (interacts with) Delftia","false","interacts with","Atopobium (interacts with) Delftia","Atopobium","Delftia"
"interacts with","Atopobium (interacts with) Delftia","false","interacts with","Atopobium (interacts with) Delftia","Atopobium","Delftia"
"interacts with","Atopobium (interacts with) Eubacterium","false","interacts with","Atopobium (interacts with) Eubacterium","Atopobium","Eubacterium"
"interacts with","Atopobium (interacts with) Eubacterium","false","interacts with","Atopobium (interacts with) Eubacterium","Atopobium","Eubacterium"
"interacts with","Atopobium (interacts with) Eubacterium","false","interacts with","Atopobium (interacts with) Eubacterium","Atopobium","Eubacterium"
"interacts with","Atopobium (interacts with) Filifactor","false","interacts with","Atopobium (interacts with) Filifactor","Atopobium","Filifactor"
